latitude,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,is_acquired
42.35888,250.0,173.0,75.0,15.0,7.0,295.0,7.0,0.3650610002423851,0.3894093883816757,0.4848409977660418,0.43261050665185674,3.0,3.0,375000.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
37.238915999999996,336.0,108.0,781.0,8.0,6.0,216.0,205.0,0.45803021733861193,0.6154609356063666,0.5449880066298115,0.44212127331936485,9.0,4.0,40100000.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.75,1.0,1
32.901049,251.0,173.0,585.0,106.0,150.0,278.0,322.0,0.32574937383857155,0.32574937383857155,0.4021999855873663,0.2906558453033095,5.0,1.0,2600000.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1
37.320309,333.0,55.0,712.0,10.0,119.0,218.0,379.0,0.39357194796800515,0.46414155288034253,0.5191790975632354,0.41047762098301066,5.0,3.0,40000000.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.3333,1.0,1
37.779281,295.0,174.0,351.0,183.0,24.0,490.0,340.0,0.2923681021249091,0.34629070049284966,0.36567682757342723,0.22227236008381088,2.0,2.0,1300000.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
37.406914,279.0,125.0,450.0,10.0,73.0,459.0,533.0,0.4392599175890765,0.4392599175890765,0.4934422516651739,0.37892232347966576,3.0,1.0,7500000.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0
37.3915589,278.0,125.0,638.0,13.0,6.0,558.0,297.0,0.34797123697180254,0.4607772481215157,0.44189907038512616,0.42958435362128594,6.0,3.0,26000000.0,2.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.6667,1.0,1
38.057107,327.0,178.0,144.0,12.0,106.0,513.0,111.0,0.34558293609113677,0.5108895532035227,0.5089564223725254,0.45335811476030596,25.0,3.0,34100000.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.5,1.0,1
42.712207,30.0,214.0,826.0,10.0,0.0,506.0,280.0,0.4082701785570009,0.651495515876222,0.570724852527873,0.5364400575568626,13.0,3.0,9650000.0,4.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1
37.427234999999996,309.0,143.0,212.0,150.0,151.0,205.0,273.0,0.34637795911771835,0.44377474347580187,0.4397835016523055,0.4140244364223866,14.0,3.0,5750000.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
